DateTime,AddedIPs,RemovedIPs
1589085199,1,0
1589117371,1,0
1589123160,6,0
1589137398,1,0
1589145297,2,0
1589153474,2,0
1589169437,1,0
1589187627,1,0
1589195778,1,0
1589203841,1,0
1589208023,0,46
1589211970,0,66
1589215904,1,0
1589219824,2,0
1589227822,2,0
1589243626,1,0
1589251473,2,0
1589259280,1,0
1589267103,3,0
1589285529,2,0
1589293418,2,0
1589343109,2,0
1589350872,1,0
1589370299,1,0
1589374283,1,0
1589386004,1,0
1589389928,1,0
1589409086,1,0
1589416157,1,0
1589420051,1,0
1589435144,1,0
1589450568,1,0
1589454115,1,0
1589458150,2,0
1589468354,1,0
1589476122,1,0
1589483853,1,0
1589491549,1,0
1589499233,1,0
1589506970,2,0
1589514945,2,0
1589518800,1,0
1589533751,1,0
1589537602,1,0
1589540872,1,0
1589547138,1,0
1589555077,1,0
1589565200,3,0
1589569054,1,0
1589573176,1,0
1589588687,2,0
1589596333,1,0
1589611816,1,0
1589619692,1,0
1589634937,2,0
1589650211,1,0
1589660235,1,0
1589703358,2,0
1589726296,2,0
1589749369,1,0
1589756518,2,0
1589760291,2,0
1589766475,2,0
1589774061,1,0
1589788672,1,0
1589792480,1,0
1589800069,3,0
1589810004,1,0
1589813788,2,0
1589817913,2,0
1589825505,1,0
1589839147,1,0
1589842924,1,0
1589860888,3,0
1589870852,1,0
1589878339,1,0
1589885414,2,0
1589900523,3,0
1589908269,1,0
1589919250,2,0
1589923047,3,0
1589930793,1,0
1589940879,1,0
1589948757,2,0
1589952676,1,0
1589956606,2,0
1589987056,1,0
1589994826,2,0
1589998572,1,0
1590001895,2,0
1590008056,3,0
1590026644,1,0
1590030403,1,0
1590034038,1,0
1590041088,1,0
1590062227,1,0
1590069570,1,0
1590084224,1,0
1590091827,3,0
1590099295,1,0
1590109055,3,0
1590116383,3,0
1590122872,7,0
1590128968,1,0
1590144639,1,0
1590150943,30,0
1590154490,3,0
1590157828,2,0
1590180485,2,0
1590194086,2,0
1590214505,3,0
1590230217,1,0
1590242353,1,0
1590259148,1,0
1590262512,2,0
1590275974,1,0
1590309901,2,0
1590316643,2,0
1590336235,2,0
1590342946,1,0
1590349627,1,0
1590362388,2,0
1590374850,1,0
1590380570,2,0
1590406309,34,0
1590410047,1,0
1590415594,1,0
1590422439,1,0
1590429322,2,0
1590436407,2,0
1590439882,1,0
1590448151,1,0
1590457555,11,0
1590461057,1,0
1590464587,1,0
1590485528,1,0
1590494952,4,0
1590504563,2,0
1590511559,1,0
1590525873,2,0
1590536495,1,0
1590539976,1,0
1590546999,5,0
1590554045,6,0
1590561083,3,0
1590570659,34,0
1590574266,1,0
1590577910,3,0
1590617015,1,0
1590624475,4,0
1590631806,1,0
1590635735,1,0
1590641770,1,0
1590649038,1,0
1590656313,1,0
1590663583,1,0
1590685486,2,0
1590696521,1,0
1590703791,1,0
1590707356,34,0
1590711102,3,0
1590722342,1,0
1590743548,1,0
1590758612,2,0
1590762341,1,0
1590769902,1,0
1590777570,3,0
1590781354,1,0
1590785093,2,0
1590799536,1,0
1590807020,2,0
1590814498,1,0
1590829755,1,0
1590859119,1,0
1590870504,1,0
1590874498,1,0
1590882214,1,0
1590897673,1,0
1590905194,1,0
1590909194,3,0
1590912917,1,0
1590949275,2,0
1590963247,2,0
1590970756,1,0
1590988170,1,0
1591001213,2,0
1591020046,1,0
1591023812,2,0
1591031582,2,0
1591039115,1,0
1591062023,2,0
1591074332,2,0
1591084248,2,0
1591104328,44,0
1591108230,2,0
1591130547,2,0
1591160484,1,0
1591168075,3,0
1591187691,1,0
1591191827,2,0
1591197746,3,0
1591205292,1,0
1591219249,3,0
1591229369,2,0
1591237092,2,0
1591244818,2,0
1591267988,1,0
1591280065,1,0
1591284111,2,0
1591292293,2,0
1591300024,1,0
1591317971,1,0
1591356990,1,0
1591364961,1,0
1591380485,1,0
1591388214,4,0
1591403784,2,0
1591429980,3,0
1591437968,1,0
1591453634,1,0
1591477174,7,0
1591481065,2,0
1591484974,1,0
1591493034,5,0
1591500902,2,0
1591520730,2,0
1591524647,1,0
1591542997,2,0
1591561140,1,0
1591568932,2,0
1591576955,1,0
1591735168,9,121
1591743861,2,0
1591754057,1,0
1591761852,2,0
1591765904,1,0
1591769798,2,0
1591797249,1,0
1591812766,2,0
1591824424,0,462
1591828290,1,0
1591832157,1,0
1591839992,1,0
1591855614,3,0
1591873166,1,0
1591880781,1,0
1591888184,1,0
1591911440,1,0
1591921520,1,0
1591929214,1,0
1591936885,1,0
1591944820,1,0
1591952633,2,0
1591960394,3,0
1591970535,1,0
1591990160,3,0
1591996390,3,0
1592003662,1,0
1592009905,1,0
1592017528,1,0
1592025203,1,0
1592046887,1,0
1592057900,1,0
1592065626,4,0
1592091673,3,0
1592099393,1,0
1592107236,42,0
1592123098,2,0
1592127089,3,0
1592144805,1,0
1592164867,1,0
1592173089,2,0
1592181052,1,0
1592189315,1,0
1592197307,2,0
1592209561,1,0
1592217264,1,0
1592229141,1,0
1592237002,2,0
1592245116,1,0
1592260831,1,0
1592284401,1,0
1592288280,1,0
1592304683,2,0
1592320048,1,0
1592325989,1,0
1592331953,2,0
1592339706,1,0
1592363168,1,0
1592370869,1,0
1592378570,1,0
1592394159,2,0
1592405386,1,0
1592409278,0,83
1592413190,2,0
1592417010,1,0
1592420856,2,0
1592428621,1,0
1592435810,2,0
1592445990,3,0
1592456089,2,0
1592463930,1,0
1592471614,1,0
1592490494,2,0
1592501752,2,0
1592509576,1,0
1592521102,2,0
1592528947,1,0
1592536728,4,0
1592544852,2,0
1592556414,1,0
1592564250,7,0
1592574469,1,0
1592582391,1,0
1592586291,1,0
1592598373,1,0
1592606247,6,0
1592614069,1,0
1592630161,27,0
1592634134,1,0
1592640504,1,0
1592652430,1,0
1592668645,1,0
1592676633,2,0
1592680603,1,0
1592684609,1,0
1592692560,1,0
1592696515,1,0
1592700484,1,0
1592716473,2,0
1592729163,1,0
1592737059,2,0
1592745079,1,0
1592749006,1,0
1592753033,2,0
1592760926,1,0
1592776955,2,0
1592784825,1,0
1592803286,1,0
1592811172,2,0
1592814867,1,0
1592822791,1,0
1592845722,1,0
1592852447,2,0
1592862039,2,0
1592875733,4,0
1592882506,4,0
1592889380,1,0
1592896155,2,0
1592905315,1,0
1592918847,1,0
1592931893,1,0
1592938437,1,0
1592941781,1,0
1592945458,1,0
1592959118,1,0
1592962650,1,0
1592966167,1,0
1592973075,1,0
1592979787,1,0
1592989736,2,0
1592996203,2,0
1593002855,1,0
1593011924,1,0
1593018522,3,0
1593035166,1,0
1593041775,5,0
1593048466,5,0
1593051777,1,0
1593057679,1,0
1593061125,2,0
1593066828,2,0
1593075967,2,0
1593082799,1,0
1593089462,1,0
1593096346,1,0
1593118977,2,0
1593128035,1,0
1593143966,1,0
1593153246,1,0
1593159905,3,0
1593175547,1,0
1593188776,2,0
1593204735,2,0
1593220379,3,0
1593229408,1,0
1593236042,2,0
1593246152,1,0
1593256151,2,0
1593266235,2,0
1593279574,3,0
1593282898,1,0
1593286225,2,0
1593292871,1,0
1593296491,1,0
1593308623,1,0
1593321787,2,0
1593328488,1,0
1593331807,1,0
1593340506,1,0
1593347120,2,0
1593356124,1,0
1593363006,1,0
1593369606,3,0
1593376381,1,0
1593396294,2,0
1593404799,4,0
1593411738,2,0
1593425382,2,0
1593434441,2,0
1593441139,1,0
1593447858,2,0
1593454538,2,0
1593463782,1,0
1593470464,2,0
1593477124,2,0
1593483838,1,0
1593492787,2,0
1593505873,1,0
1593527825,2,0
1593540207,1,0
1593545538,1,0
1593552012,1,0
1593558500,3,0
1593565207,3,0
1593578205,1,0
1593604219,2,0
1593610721,4,0
1593617241,3,0
1593630481,2,0
1593633725,1,0
1593646397,1,0
1593652862,1,0
1593659566,2,0
1593666255,2,0
1593673023,1,0
1593679692,1,0
1593686232,1,0
1593701613,1,0
1593708122,1,0
1593730727,1,0
1593733963,2,0
1593737190,1,0
1593753482,2,0
1593756978,1,0
1593763457,1,0
1593773297,1,0
1593776734,1,0
1593783238,1,0
1593789876,1,0
1593806333,2,0
1593809758,1,0
1593816215,2,0
1593835582,1,0
1593842061,2,0
1593845550,1,0
1593851998,1,0
1593855305,1,0
1593858574,1,0
1593871467,1,0
1593874726,1,0
1593881217,2,0
1593887844,1,0
1593894327,2,0
1593907133,15,0
1593916819,5,0
1593930082,3,0
1593936726,1,0
1593943406,2,0
1593953438,1,0
1593963461,1,0
1593973494,1,0
1593976842,1,0
1593980198,3,0
1593990375,2,0
1594010697,3,0
1594014089,1,0
1594017456,1,0
1594020824,1,0
1594037690,2,0
1594044712,1,0
1594054954,2,0
1594068815,2,0
1594079006,1,0
1594085923,2,0
1594092660,1,0
1594099411,1,0
1594113060,2,0
1594119829,1,0
1594126594,1,0
1594135746,1,0
1594139294,1,0
1594142720,1,0
1594156418,2,0
1594165855,3,0
1594172958,1,0
1594179773,3,0
1594188960,2,0
1594192354,1,0
1594195717,1,0
