DateTime,AddedIPs,RemovedIPs
1590723620,109,118
1590731061,121,105
1590738506,127,100
1590745700,89,103
1590752418,117,79
1590759863,93,106
1590767302,116,88
1590774501,98,96
1590781701,88,95
1590788904,96,112
1590796105,106,120
1590804081,110,114
1590811223,92,158
1590818664,126,81
1590825378,95,93
1590832579,97,102
1590840740,105,82
1590847215,124,95
1590854426,98,130
1590862330,116,114
1590869535,108,102
1590876732,101,98
1590883930,85,115
1590891127,110,123
1590898330,97,104
1590906251,89,97
1590913453,112,71
1590920654,84,87
1590927853,89,97
1590935052,105,97
1590942969,112,71
1590949475,103,104
1590957377,103,117
1590964096,111,135
1590971543,97,131
1590978980,135,124
1590986181,110,95
1590993381,102,94
1591001299,91,86
1591008504,108,88
1591015942,96,117
1591023377,110,89
1591030576,98,78
1591037780,97,110
1591044978,84,210
1591052175,193,122
1591059379,111,125
1591066578,132,117
1591074503,85,93
1591081711,90,91
1591088913,120,122
1591096119,117,102
1591103538,112,86
1591110739,95,101
1591117938,99,85
1591125141,99,102
1591133066,102,119
1591140292,88,126
1591143868,69,84
1591148899,78,118
1591150340,144,97
1591151062,97,144
1591152499,157,134
1591153224,83,59
1591154664,59,83
1591155379,83,59
1591157551,97,152
1591158262,78,56
1591165460,93,116
1591172661,114,83
1591179860,99,160
1591187061,165,80
1591194977,105,111
1591201946,140,124
1591209367,143,120
1591216568,118,157
1591223774,114,128
1591231225,107,123
1591238662,128,120
1591246101,120,125
1591253297,124,107
1591260499,108,98
1591267695,101,83
1591275142,113,112
1591282578,134,119
1591289777,142,118
1591296978,120,111
1591304178,106,132
1591311381,89,133
1591318578,91,107
1591325786,135,120
1591333706,100,127
1591340902,118,119
1591348114,127,72
1591355306,96,89
1591362499,99,96
1591369713,101,113
1591377616,86,85
1591384817,102,95
1591392017,100,117
1591399219,94,134
1591406422,113,119
1591413621,130,123
1591421046,102,107
1591428258,102,94
1591435461,106,133
1591442657,172,88
1591449862,119,123
1591457058,119,110
1591464264,115,118
1591472898,144,108
1591480096,110,110
1591487300,79,114
1591494497,99,122
1591501704,103,153
1591509621,129,83
1591516828,103,79
1591524031,93,115
1591531231,125,90
1591538430,110,104
1591545860,111,96
1591553060,118,112
1591560496,128,81
1591567939,69,138
1591575137,91,124
1591582350,110,151
1591589543,114,121
1591596750,116,83
1591604661,109,133
1591611621,154,103
1591618821,104,102
1591626745,125,107
1591633943,108,111
1591641144,111,115
1591648340,125,108
1591655062,88,129
1591662981,98,130
1591670181,105,130
1591677379,112,111
1591684825,101,109
1591692302,132,86
1591699462,90,109
1591706896,103,91
1591714099,116,116
1591721302,128,91
1591729228,123,124
1591736428,119,118
1591744113,86,169
1591751305,129,117
1591758517,56,61
1591760012,124,160
1591762820,104,76
1591770024,111,112
1591777944,123,109
1591785145,99,108
1591792348,96,109
1591799296,150,94
1591806502,105,115
1591814423,117,101
1591821146,103,94
1591828344,99,108
1591835548,110,131
1591843465,106,125
1591850663,95,92
1591857862,109,95
1591865063,117,70
1591872265,93,99
1591879696,107,89
1591886896,101,115
1591894100,130,112
1591901292,118,176
1591908493,107,141
1591915703,124,138
1591922903,121,133
1591930108,136,132
1591938025,120,132
1591945219,123,98
1591952498,108,84
1591960342,103,84
1591967542,77,76
1591974991,110,131
1591981702,121,185
1591988898,187,91
1591996102,96,156
1592003307,113,160
1592010741,150,126
1592018191,147,108
1592025620,82,125
1592032820,109,79
1592040018,95,74
1592047220,85,75
1592054419,94,85
1592061862,102,107
1592069065,128,88
1592076263,103,112
1592083461,87,112
1592090661,100,92
1592097865,74,101
1592105063,108,138
1592112264,119,98
1592119466,108,95
1592126667,108,81
1592134578,100,89
1592142269,98,91
1592149702,93,94
1592156901,96,72
1592164101,88,79
1592171304,64,85
1592178501,68,105
1592185940,95,110
1592193140,95,102
1592201316,93,78
1592207785,86,82
1592215020,93,152
1592222183,179,92
1592229385,105,93
1592236819,91,112
1592244508,104,92
1592251716,93,97
1592258906,98,107
1592266109,76,139
1592273313,113,121
1592280505,112,116
1592287955,121,105
1592295145,112,75
1592302347,87,86
1592310263,71,88
1592317464,112,98
1592324666,112,108
1592331865,108,113
1592338828,93,93
1592346026,87,109
1592353474,106,106
1592360678,132,122
1592367878,107,86
1592375077,97,102
1592382515,120,96
1592389959,91,101
1592396677,95,92
1592403874,108,109
1592411797,125,116
1592418991,115,107
1592426194,93,85
1592433158,70,129
1592441067,113,106
1592448265,100,115
1592455469,103,107
1592462900,120,79
1592470101,71,80
1592477304,82,78
1592485239,98,103
1592492434,105,85
1592499631,95,90
1592506837,116,103
1592514145,98,127
1592521226,120,122
1592528665,79,140
1592529384,94,44
1592530823,57,84
1592538023,108,120
1592545471,104,71
1592552674,102,75
1592559869,72,104
1592567067,103,96
1592574268,102,81
1592581476,92,104
1592589384,114,77
1592596583,78,93
1592603784,91,116
1592610987,96,102
1592618190,88,117
1592625635,107,122
1592632830,108,100
1592640267,102,82
1592647721,99,87
1592655160,79,60
1592662579,95,73
1592669783,82,76
1592676984,81,83
1592684428,86,120
1592692344,105,138
1592699545,104,93
1592706746,111,110
1592713471,88,89
1592720672,84,78
1592728585,120,69
1592735790,73,151
1592743226,140,79
1592750431,88,105
1592757153,105,128
1592764589,119,112
1592771786,143,96
1592778993,91,137
1592786191,113,104
1592793391,102,117
1592800594,105,86
1592808025,92,103
1592815227,115,85
1592822665,90,93
1592829865,98,84
1592837070,84,207
1592844273,205,94
1592851476,104,97
1592858679,99,97
1592866113,97,125
1592873548,104,137
1592881069,122,124
1592888437,106,99
1592895385,106,82
1592902591,96,90
1592910511,80,114
1592917961,120,191
1592924435,214,89
1592931645,94,113
1592935332,76,112
1592936195,112,76
1592939067,103,90
1592946515,88,130
1592953709,124,114
1592960911,99,91
1592968824,110,148
1592976024,109,87
1592983228,89,97
1592990437,116,56
1592998350,61,87
1593005070,85,73
1593012274,81,86
1593019470,104,101
1593027156,93,86
1593034352,94,125
1593041551,80,90
1593048991,100,81
1593056193,121,140
1593063390,105,109
1593070729,117,74
1593078269,80,101
1593085469,81,59
1593092674,99,75
1593099872,95,93
1593107765,91,79
1593114967,84,75
1593122168,79,114
1593129367,77,99
1593136571,85,131
1593143769,110,125
1593150987,114,99
1593158188,121,89
1593165389,79,72
1593172590,80,64
1593179793,69,70
1593187233,94,114
1593194437,132,80
1593202114,86,95
1593209391,89,100
1593216747,61,111
1593223947,93,97
1593231146,75,122
1593238347,102,70
1593245551,97,80
1593252996,95,64
1593260188,80,88
1593267398,98,104
1593275303,117,101
1593282504,88,70
1593289949,87,72
1593297148,60,105
1593304351,75,116
1593311548,125,120
1593318745,117,107
1593326189,101,99
1593333388,97,57
1593340833,68,83
1593348269,73,81
1593355478,103,60
1593362908,78,86
1593370113,77,88
1593377308,85,100
1593384509,95,134
1593391709,119,117
1593394587,74,66
1593396034,96,103
1593396749,103,96
1593398911,75,69
1593399625,78,76
1593406827,108,104
1593414030,87,112
1593421234,103,110
1593428483,133,86
1593436350,97,107
1593443551,107,84
1593450751,96,103
1593457951,112,112
1593465151,97,168
1593472350,142,94
1593480268,87,130
1593487475,127,133
1593494678,117,79
1593501869,92,93
1593509072,98,98
1593516272,114,92
1593523472,105,84
1593531127,94,77
1593538352,85,100
1593545795,88,90
1593552994,86,135
1593559956,106,85
1593565722,77,109
1593572916,132,122
1593573630,42,43
1593574350,43,42
1593575071,42,43
1593577475,43,42
1593578919,42,43
1593580359,94,114
1593584677,86,99
1593591640,134,78
1593599311,80,84
1593606642,100,82
1593614169,93,124
1593621390,119,229
1593628586,250,68
1593635788,73,101
1593643230,67,100
1593650671,100,113
1593657870,105,114
1593665308,106,105
1593672748,95,84
1593679712,78,120
1593687152,130,74
1593694589,78,120
1593701787,128,84
1593709231,96,98
1593716436,108,77
1593723634,77,78
1593730835,84,118
1593738032,97,129
1593745236,107,119
1593752923,100,77
1593760123,89,71
1593767399,82,89
1593775231,86,157
1593782430,178,73
1593789632,92,102
1593796831,92,80
1593803554,79,89
1593810754,78,95
1593817954,71,87
1593825875,93,119
1593832832,97,116
1593840752,98,91
1593847481,83,104
1593854913,119,127
1593862354,141,74
1593869792,90,60
1593876992,79,63
1593884192,81,114
1593891399,96,86
1593899315,100,102
1593906514,91,112
1593913716,90,115
1593920914,91,105
1593928116,97,91
1593935317,94,75
1593942753,88,97
1593950032,122,64
1593957429,71,87
1593964595,82,89
1593971791,94,133
1593978995,124,83
1593986194,89,107
1593993633,94,118
1594000835,114,98
1594008046,75,110
1594011881,73,111
1594018596,143,83
1594025795,92,98
1594033242,100,82
1594040439,94,65
1594047647,82,93
1594055556,109,85
1594062758,81,71
1594069952,68,90
1594077152,56,103
1594083873,82,115
1594091313,112,100
1594098525,79,98
1594105729,113,74
1594113633,87,72
1594121081,81,79
1594127802,96,74
1594135237,82,91
1594143159,88,83
1594150086,81,92
1594157048,87,105
1594164486,67,91
1594171943,87,109
1594178678,117,129
1594186593,107,83
1594193554,98,81
1594200757,95,79
